CustomerID,CustomerName,Age,Gender,AnnualIncome_INR,IncomeCurrency,SpendingScore_1_100,MembershipTier,JoinDate,LastPurchaseDate,VisitFrequency,AvgBasketValue_INR,TotalPurchases,OnlinePurchases,StorePurchases,PreferredCategory,City,Country,EmailProvider,DeviceType,PaymentMethod,LoyaltyPoints,SatisfactionRating_1_5,CouponUsed,ChurnNextMonth,HasPurchaseHistory
CUST100462,Riya Gupta,45,Male,568759.0,USD,18,Silver,2024-08-02,2026-04-17,Weekly,1026.03,33,27,6,Food Court,Lucknow,India,gmail.com,Web,Credit Card,321,1,No,1,1
CUST100463,Reyansh Singh,20,Female,2064690.0,INR,40,Gold,2024-03-27,2024-05-14,Monthly,3900.48,44,42,2,Gaming,Bengaluru,India,gmail.com,Web,Card,1071,3,Yes,0,1
CUST100464,Arjun Rao,33,Male,538817.0,INR,24,Gold,2021-03-29,2022-01-13,Monthly,9074.43,7,3,3,Gaming,Chennai,India,hotmail.com,Android,Upi,754,5,Yes,0,1
CUST100465,Kiara Mishra,47,Other,361293.0,INR,71,Platinum,2022-01-16,2023-01-16,Rarely,935.91,7,2,6,Food Court,Kolkata,India,yahoo.com,Desktop,Wallet,794,2,Yes,0,1
CUST_NEW0012,Krishna Mehta,35,Female,954180.0,USD,34,Gold,2023-05-11,2023-11-06,Rarely,1536.33,7,6,1,Gaming,Hyderabad,India,rediffmail.com,Android,Credit Card,2427,4,Yes,0,1
CUST100467,Reyansh Das,22,Male,664836.0,INR,30,Silver,2022-05-01,2024-08-29,Rarely,475.17,17,7,10,Kids,Lucknow,India,company.com,Mobile,Upi,2341,5,Yes,0,1
CUST100468,Aditya Reddy,32,Female,446167.0,INR,71,Basic,2022-12-16,2023-07-01,Weekly,2150.49,12,0,3,Fashion,Delhi,India,company.com,iOS,Credit Card,1243,1,Yes,1,1
CUST100469,Neha Nair,42,Male,684607.0,INR,54,Gold,2023-08-12,2023-09-09,Rarely,955.58,22,6,16,Grocery,Chennai,India,gmail.com,Desktop,Credit Card,1830,4,Yes,0,1
CUST100470,Aarav Sharma,17,Female,565340.0,INR,89,Silver,2025-01-17,2025-01-17,Monthly,884.15,0,0,0,Grocery,Ahmedabad,India,outlook.com,iOS,Credit Card,718,3,No,0,0
CUST100471,Ishaan Singh,46,Male,1861383.0,INR,61,Gold,2025-06-11,2025-08-07,Rarely,7095.62,12,0,3,Electronics,Lucknow,India,yahoo.com,Web,Upi,0,2,No,0,1
CUST100472,Ira Verma,51,Female,1109539.0,INR,43,Platinum,2021-09-25,2023-01-19,Rarely,1325.95,3,1,2,Fashion,Ahmedabad,India,yahoo.com,Web,Credit Card,902,3,No,0,1
CUST100473, Sara Das ,33,Female,1058531.0,USD,15,Silver,2021-05-01,2021-05-10,Monthly,735.53,28,25,4,Food Court,Pune,India,outlook.com,Android,Upi,520,1,Yes,0,1
CUST100474, Pooja Nair ,28,Female,658342.0,INR,67,Silver,2021-10-31,2023-01-11,Rarely,1193.64,4,3,2,Home Decor,Pune,India,yahoo.com,Android,Upi,1292,3,Yes,0,1
CUST100475,Aarav Chopra,39,Male,1112205.0,INR,54,Basic,2023-07-25,2025-08-22,Monthly,2427.16,17,13,4,Food Court,Lucknow,India,gmail.com,iOS,Upi,0,5,Yes,0,1
CUST100476,Arjun Reddy,56,Female,854478.0,INR,19,Platinum,2021-05-21,2022-05-27,Weekly,5800.6,2,0,2,Grocery,Chennai,India,yahoo.com,iOS,Debit Card,677,3,Yes,1,1
CUST100477,Ira Kumar,19,Female,315573.0,INR,52,Platinum,2025-06-06,2025-12-06,Weekly,4787.89,1,0,1,Books,Delhi,India,rediffmail.com,iOS,Upi,2031,2,No,1,1
CUST100479,Arjun Mehta,30,Male,202852.0,INR,16,Basic,2021-12-13,2022-05-29,Weekly,1765.68,7,6,0,Kids,Ahmedabad,India,gmail.com,Mobile,Card,1015,4,Yes,0,1
CUST100480,Kiara Verma,23,Male,384942.0,INR,11,Silver,2022-11-07,2024-10-19,Monthly,892.52,12,8,22,Home Decor,Lucknow,India,yahoo.com,iOS,Card,1986,3,Yes,0,1
CUST100481,Aditya Gupta,21,Male,469830.0,INR,50,Gold,2022-07-22,2022-07-22,Monthly,3315.95,28,14,14,Gaming,Bengaluru,India,company.com,Web,Credit Card,2204,2,No,0,0
CUST100482,Pooja Reddy,44,Female,648622.0,INR,69,Gold,2023-10-14,2025-11-17,Rarely,473.38,43,2,40,Sports,Jaipur,India,yahoo.com,iOS,Cash,399,2,No,0,1
CUST100483,Riya Sinha,17,Male,769853.0,INR,48,Basic,2021-04-26,2023-04-28,Rarely,4409.07,13,0,13,Grocery,Chennai,India,yahoo.com,Android,Debit Card,1500,2,Yes,0,1
CUST100484,Myra Rao,39,Male,535059.0,INR,51,Gold,2022-03-13,2024-08-26,Rarely,330.01,18,12,6,Food Court,Jaipur,India,outlook.com,iOS,Upi,1199,4,No,0,1
CUST100485,Ayaan Reddy,50,Female,1088769.0,INR,29,Gold,2022-03-10,2024-02-27,Weekly,3277.11,69,65,4,Kids,Kolkata,India,rediffmail.com,Android,Cash,1136,1,Yes,0,1
CUST100486,Vihaan Singh,19,Female,371115.0,INR,36,Silver,2021-11-15,2023-04-01,Monthly,1157.38,38,10,29,Books,Chennai,India,gmail.com,Mobile,Debit Card,2269,1,No,0,1
CUST100487,Aarav Gupta,31,Other,548024.0,INR,72,Gold,2022-02-21,2022-04-24,Daily,1666.06,11,0,10,Books,Mumbai,India,gmail.com,Web,Debit Card,1356,1,No,0,1
CUST100488,Kiara Singh,46,Female,871025.0,INR,28,Platinum,2021-01-22,2022-04-23,Daily,1559.89,32,31,2,Gaming,Kolkata,India,gmail.com,iOS,Upi,1451,4,Yes,0,1
CUST100489,Neha Khan,27,Female,347076.0,INR,46,Platinum,2022-02-14,2023-09-28,Weekly,2104.82,4,0,3,Grocery,Kolkata,India,outlook.com,Web,Card,1009,3,No,0,1
CUST100490,Vivaan Verma,36,Female,616467.0,INR,78,Platinum,2024-05-27,2024-09-27,Monthly,2636.45,12,0,1,Electronics,Mumbai,India,rediffmail.com,iOS,Upi,2593,5,Yes,0,1
CUST100491,Sara Iyer,38,Female,646986.0,INR,75,Silver,2022-12-03,2024-11-03,Weekly,1312.62,0,0,1,Beauty,Pune,India,outlook.com,Web,Upi,1980,2,Yes,0,1
CUST100492,Reyansh Sinha,16,Female,868593.0,INR,75,Silver,2021-04-08,2022-02-07,Rarely,1441.94,3,2,1,Grocery,Delhi,India,gmail.com,Desktop,Card,2117,2,Yes,0,1
CUST100493,Vivaan Kumar,40,Female,959490.0,INR,79,Basic,2023-05-11,2022-10-31,Daily,871.73,0,0,0,Grocery,Hyderabad,India,gmail.com,iOS,Upi,1557,1,No,0,1
CUST100494,Vihaan Singh,42,Male,179086.0,USD,77,Platinum,2025-06-04,2025-10-19,Monthly,1210.32,9,1,9,Home Decor,Lucknow,India,yahoo.com,Android,Credit Card,2277,5,Yes,0,1
CUST100495,Kiara Mishra,24,Male,1156186.0,INR,32,Basic,2021-07-24,2022-11-29,Rarely,1817.0349999999999,1,0,2,Kids,Pune,India,gmail.com,Android,Cash,749,5,Yes,1,1
CUST100496,Saanvi Kapoor,25,Female,1100347.0,INR,50,Silver,2021-04-12,2022-09-23,Monthly,831.12,2,1,0,Kids,Bangalore,India,gmail.com,iOS,Upi,2227,3,Yes,1,1
CUST100497,Pooja Khan,20,Male,453535.0,INR,24,Basic,2024-06-18,2024-08-15,Monthly,1344.18,3,1,3,Grocery,Ahmedabad,India,rediffmail.com,Mobile,Debit Card,1125,3,Yes,1,1
CUST100498,Reyansh Mehta,20,Male,120000.0,INR,42,Silver,2022-01-11,2024-06-19,Rarely,1084.4,8,6,3,Electronics,Mumbai,India,gmail.com,Web,Upi,766,3,Yes,0,1
CUST100499,Ishaan Rao,33,Male,611099.0,INR,80,Basic,2022-01-15,2022-03-24,Monthly,2159.93,12,4,1,Beauty,Kolkata,India,company.com,Mobile,Upi,900,2,Yes,0,1
CUST100500,Ishaan Singh,39,Male,569806.0,INR,57,Gold,2023-06-30,2025-10-22,Rarely,921.09,15,3,12,Home Decor,Bangalore,India,outlook.com,Mobile,Card,1165,5,No,0,1
CUST100501,Pooja Mehta,22,Male,996730.0,USD,58,Platinum,2022-11-28,2023-03-10,Weekly,3828.15,6,3,2,Books,Chennai,India,gmail.com,Mobile,Upi,1594,1,Yes,0,1
CUST100502,Ayaan Khan,33,Male,554620.0,INR,73,Silver,2024-12-17,2025-09-15,Monthly,905.84,0,0,0,Food Court,Jaipur,India,gmail.com,Desktop,Upi,1830,3,Yes,0,1
CUST100503,Saanvi Reddy,33,Female,249900.0,INR,36,Basic,2025-03-22,2025-11-08,Daily,2477.14,5,2,4,Gaming,Kolkata,India,gmail.com,Web,Upi,832,1,Yes,0,1
CUST100504,Amit Gupta,40,Male,557917.0,INR,16,Basic,2023-05-21,2025-01-16,Rarely,2899.13,0,0,0,Fashion,Jaipur,India,gmail.com,iOS,Credit Card,1906,1,Yes,1,1
CUST100505,Vivaan Patel,35,Male,648622.0,INR,22,Silver,2024-05-10,2025-10-08,Monthly,5780.28,6,4,3,Grocery,Jaipur,India,outlook.com,iOS,Credit Card,911,4,No,0,1
CUST100506,Ishaan Sharma,23,Female,1442671.0,INR,38,Silver,2021-01-13,2022-07-13,Daily,1651.31,38,7,31,Grocery,Jaipur,India,yahoo.com,Web,Upi,1480,1,No,1,1
CUST100507,Pooja Reddy,47,Female,1177294.0,INR,54,Silver,2023-05-11,2026-05-13,Rarely,6774.14,12,9,3,Electronics,Pune,India,gmail.com,Android,Cash,693,3,Yes,0,1
CUST100508,Aadhya Singh,19,Male,453647.0,INR,39,Silver,2023-11-27,2025-09-12,Weekly,1867.5,10,0,9,Electronics,Bengaluru,India,gmail.com,iOS,Credit Card,1486,5,Yes,1,1
CUST100509, Aditya Gupta ,27,Male,1172448.0,INR,22,Silver,2024-07-25,2025-01-20,Rarely,2419.0,28,11,17,Electronics,Lucknow,India,gmail.com,Android,Credit Card,831,2,No,0,1
CUST100510,Saanvi Patel,26,Male,1440884.0,INR,74,Basic,2025-04-08,2025-11-23,Weekly,1074.17,15,6,8,Home Decor,Mumbai,India,gmail.com,iOS,Upi,2498,4,Yes,0,1
CUST100511, Sara Singh ,21,Male,665238.0,USD,62,Platinum,2025-05-08,2026-03-23,Rarely,1427.14,9,8,1,Gaming,Lucknow,India,gmail.com,Desktop,Debit Card,1597,1,Yes,0,1
CUST100512,Saanvi Nair,31,Female,458022.0,INR,1,Gold,2025-05-19,2025-12-27,Weekly,1665.49,14,6,9,Grocery,Jaipur,India,gmail.com,iOS,Upi,1446,2,No,0,1
CUST100513,Sai Singh,39,Male,1005335.0,INR,49,Gold,2022-03-22,2023-01-23,Rarely,3560.04,28,20,8,Electronics,Ahmedabad,India,hotmail.com,Web,Cash,673,5,Yes,1,1
CUST100514,Arjun Das,26,Female,200158.0,INR,81,Silver,2023-04-04,2024-10-01,Rarely,6900.63,17,2,14,Sports,Kolkata,India,outlook.com,Web,Cash,909,5,No,0,1
CUST100515,Ishaan Das,28,Male,593416.0,USD,38,Silver,2021-05-08,2021-12-25,Monthly,1532.17,12,7,4,Sports,Ahmedabad,India,gmail.com,Desktop,Debit Card,755,5,Yes,0,1
CUST100516,Aadhya Mehta,33,Female,914848.0,INR,60,Silver,2022-07-03,2023-06-28,Weekly,1940.79,27,17,10,Gaming,Bengaluru,India,company.com,Mobile,Upi,323,5,No,0,1
CUST100517,Ira Sharma,34,Other,648622.0,INR,96,Platinum,2024-04-20,2025-05-16,Rarely,2111.94,2,0,1,Beauty,Lucknow,India,hotmail.com,Android,Cash,508,3,No,0,1
CUST100518,Reyansh Singh,33,Female,1250507.0,USD,28,Gold,2024-05-24,2025-12-16,Monthly,1741.85,0,0,1,Kids,Delhi,India,outlook.com,Desktop,Cash,1184,3,No,1,1
CUST100519,Meera Khan,46,Female,1535948.0,INR,75,Silver,2022-07-13,2023-07-20,Rarely,2787.63,0,0,1,Beauty,Bangalore,India,outlook.com,Android,Upi,2149,2,No,0,1
CUST100520, Ira Kumar ,42,Female,373140.0,INR,51,Silver,2025-07-23,2025-07-23,Monthly,1841.7,11,6,6,Electronics,Hyderabad,India,gmail.com,Web,Upi,1525,4,Yes,0,0
CUST100521,Ishaan Das,38,Female,803857.0,INR,67,Silver,2021-03-30,2021-08-13,Weekly,2528.86,35,20,15,Kids,Chennai,India,rediffmail.com,Web,Upi,1385,5,Yes,0,1
CUST100522,Myra Sharma,33,Male,980290.0,INR,74,Gold,2024-12-03,2026-01-24,Rarely,2108.55,20,2,19,Fashion,Pune,India,gmail.com,iOS,Card,549,5,Yes,0,1
CUST100523,Amit Rao,16,Female,541038.0,INR,73,Gold,2022-05-18,2024-01-12,Monthly,1281.33,15,5,10,Gaming,Bengaluru,India,gmail.com,Desktop,Cash,541,3,Yes,0,1
CUST100524,Riya Iyer,3,Male,692240.0,INR,41,Platinum,2025-01-05,2025-08-04,Monthly,1327.46,19,8,10,Sports,Bangalore,India,rediffmail.com,iOS,Wallet,882,2,No,1,1
CUST100525,Pooja Gupta,25,Female,1298210.0,INR,88,Platinum,2024-06-27,2026-06-23,Rarely,690.79,16,2,14,Fashion,Mumbai,India,company.com,Web,Upi,1196,5,No,0,1
CUST100526,Aadhya Sharma,33,Male,798179.0,INR,75,Silver,2025-05-15,2025-07-31,Weekly,1427.49,10,6,3,Books,Pune,India,gmail.com,iOS,Debit Card,841,4,No,1,1
CUST100527,Krishna Mishra,21,Male,531171.0,INR,24,Silver,2023-11-03,2024-04-22,Rarely,1560.75,5,3,3,Sports,Hyderabad,India,hotmail.com,Mobile,Upi,1086,4,No,0,1
CUST100528,Neha Kapoor,27,Female,939238.0,INR,49,Gold,2021-10-20,2024-02-10,Rarely,3885.01,24,21,3,Books,Lucknow,India,gmail.com,iOS,Debit Card,1193,1,Yes,0,1
CUST100529, Myra Chopra ,38,Female,781513.0,INR,65,Gold,2025-03-09,2025-11-22,Rarely,877.81,50,15,35,Home Decor,Mumbai,India,company.com,iOS,Wallet,1066,5,Yes,0,1
CUST100530,Priya Chopra,30,Female,680679.0,INR,19,Gold,2022-02-17,2023-03-28,Rarely,4127.12,3,2,1,Beauty,Chennai,India,company.com,Web,Credit Card,723,3,No,1,1
CUST100531,Sara Kapoor,33,Other,672388.0,INR,78,Silver,2021-05-27,2022-07-25,Monthly,1353.52,9,4,5,Sports,Mumbai,India,gmail.com,Android,Credit Card,1189,5,No,0,1
CUST100532,Riya Sinha,17,Female,969032.0,INR,32,Gold,2025-02-16,2025-11-16,Weekly,3440.42,3,2,1,Fashion,Pune,India,gmail.com,iOS,Upi,1146,4,No,1,1
CUST100533,Aditya Verma,23,Female,1814625.0,INR,59,Platinum,2024-08-01,2025-03-17,Rarely,2170.77,79,76,2,Grocery,Hyderabad,India,outlook.com,Android,Cash,1080,5,Yes,0,1
CUST100534,Sara Sharma,49,Male,613244.0,INR,12,Silver,2022-02-17,2022-02-20,Monthly,4266.98,2,0,3,Home Decor,Ahmedabad,India,company.com,iOS,Upi,168,2,No,1,1
CUST100535,Arjun Rao,34,Female,361972.0,INR,56,Basic,2025-04-15,2025-05-31,Weekly,2574.98,61,55,5,Gaming,Ahmedabad,India,hotmail.com,Mobile,Upi,1082,5,Yes,1,1
CUST100536,Meera Patel,32,Female,1119335.0,INR,41,Silver,2025-06-09,2026-01-22,Weekly,2384.97,29,28,1,Kids,Chennai,India,gmail.com,Android,Upi,475,2,No,0,1
CUST100537,Myra Reddy,34,Male,636152.0,INR,59,Basic,2022-11-15,2024-12-09,Monthly,2577.03,9,0,8,Electronics,Kolkata,India,rediffmail.com,iOS,Cash,1260,2,Yes,0,1
CUST100538,Ananya Khan,31,Female,1803687.0,INR,36,Gold,2023-11-13,2025-02-08,Rarely,1546.54,0,0,0,Books,Jaipur,India,gmail.com,Mobile,Cash,752,1,No,0,1
CUST100539,Rahul Das,33,Female,1401799.0,INR,73,Silver,2023-06-29,2023-10-23,Rarely,780.4,68,53,14,Home Decor,Pune,India,gmail.com,Android,Cash,604,4,Yes,0,1
CUST100540,Rahul Gupta,24,Male,385230.0,INR,48,Basic,2021-11-25,2023-08-02,Weekly,1000.75,12,7,4,Books,Kolkata,India,gmail.com,iOS,Cash,1613,1,No,0,1
CUST100543,Vihaan Kapoor,47,Male,1336795.0,USD,50,Platinum,2024-07-25,2025-06-01,Monthly,2239.77,0,0,1,Gaming,Ahmedabad,India,rediffmail.com,Web,Upi,1780,3,Yes,1,1
CUST100544,Aditya Mehta,27,Female,634847.0,INR,54,Platinum,2025-02-01,2025-09-02,Daily,3249.95,16,0,16,Books,Mumbai,India,hotmail.com,Web,Upi,1485,3,No,0,1
CUST100545,Aditya Patel,21,Female,735669.0,USD,61,Basic,2023-06-22,2024-11-10,Weekly,2090.76,37,0,36,Fashion,Lucknow,India,yahoo.com,iOS,Card,1468,3,No,0,1
CUST100546,Saanvi Mishra,32,Male,779438.0,INR,43,Gold,2024-03-30,2026-01-31,Daily,806.17,12,0,0,Electronics,Kolkata,India,yahoo.com,iOS,Wallet,1825,1,Yes,1,1
CUST100547,Pooja Reddy,28,Female,648622.0,INR,56,Basic,2025-02-24,2025-11-16,Rarely,1581.14,2,0,3,Food Court,Kolkata,India,outlook.com,Web,Debit Card,1805,2,No,0,1
CUST100548,Sara Rao,33,Female,906396.0,USD,53,Basic,2023-03-30,2024-01-29,Weekly,1150.25,9,2,7,Books,Bengaluru,India,gmail.com,Desktop,Credit Card,2428,1,No,1,1
CUST100549,Sara Khan,45,Male,1280065.0,INR,52,Basic,2024-08-02,2026-01-07,Rarely,1441.1,12,10,2,Beauty,Kolkata,India,gmail.com,Web,Cash,1919,3,Yes,0,1
CUST_NEW0013,Rahul Iyer,52,Female,648622.0,INR,50,Silver,2022-07-10,2023-02-12,Monthly,1946.17,18,15,4,Fashion,Chennai,India,gmail.com,iOS,Credit Card,1427,5,No,0,1
CUST100551,Pooja Das,32,Female,648622.0,USD,46,Platinum,2021-07-15,2022-04-21,Weekly,8571.31,2,0,2,Electronics,Delhi,India,gmail.com,Web,Credit Card,1424,1,No,0,1
CUST100552,Myra Kumar,38,Female,25000000.0,INR,62,Silver,2023-02-24,2023-02-24,Daily,1817.0349999999999,33,2,30,Food Court,Lucknow,India,gmail.com,iOS,Cash,742,2,Yes,0,0
CUST100553,Vivaan Das,39,Male,561099.0,INR,100,Silver,2024-01-23,2026-04-18,Monthly,359.19,56,15,40,Beauty,Pune,India,gmail.com,Android,Credit Card,1752,5,No,0,1
CUST100554,Vihaan Nair,40,Female,519789.0,INR,62,Gold,2023-05-22,2023-07-23,Weekly,1129.85,24,7,17,Grocery,Delhi,India,gmail.com,Web,Upi,1930,2,No,0,1
CUST100555,Ishaan Gupta,38,Female,804303.0,INR,61,Gold,2023-06-13,2024-10-12,Monthly,4399.88,2,0,1,Fashion,Pune,India,hotmail.com,Web,Upi,962,5,No,0,1
CUST100556,Aadhya Verma,30,Male,544442.0,USD,47,Basic,2021-05-14,2023-05-08,Daily,662.49,7,5,3,Home Decor,Mumbai,India,yahoo.com,Mobile,Debit Card,1526,1,No,1,1
CUST100557,Diya Gupta,31,Female,468662.0,INR,57,Silver,2021-01-11,2021-01-14,Rarely,2681.6,35,9,27,Electronics,Chennai,India,gmail.com,Mobile,Upi,1864,2,No,0,1
CUST100558,Vihaan Verma,34,Male,713679.0,INR,61,Silver,2025-05-05,2025-10-12,Rarely,1469.53,1,0,1,Food Court,Chennai,India,gmail.com,iOS,Upi,2552,1,Yes,1,1
CUST100559,Aadhya Kapoor,48,Female,516272.0,INR,36,Platinum,2023-08-20,2025-03-11,Daily,3810.72,36,4,31,Gaming,Pune,India,rediffmail.com,Android,Upi,0,4,Yes,0,1
CUST100560,Pooja Mehta,34,Female,736970.0,INR,37,Gold,2024-07-29,2024-09-17,Weekly,2269.76,15,11,5,Beauty,Chennai,India,gmail.com,iOS,Wallet,1054,4,No,0,1
CUST100561,Aadhya Singh,24,Female,659222.0,INR,79,Gold,2025-04-05,2026-01-14,Rarely,1235.76,17,2,16,Beauty,Mumbai,India,gmail.com,Web,Card,1381,2,Yes,0,1
CUST100562,Kiara Mishra,46,Male,336376.0,INR,45,Silver,2022-11-24,2024-10-15,Rarely,3067.09,3,1,2,Fashion,Hyderabad,India,outlook.com,Web,Upi,1466,2,Yes,0,1
CUST100563,Reyansh Verma,40,Female,208143.0,USD,48,Silver,2021-03-09,2021-10-15,Weekly,854.01,41,15,26,Grocery,Jaipur,India,outlook.com,Web,Credit Card,356,1,No,1,1
CUST100564,Aadhya Sharma,42,Female,430128.0,INR,28,Silver,2025-05-07,2025-10-24,Monthly,3203.95,8,7,1,Food Court,Chennai,India,company.com,Mobile,Credit Card,1238,4,Yes,0,1
CUST100565,Rahul Sinha,40,Male,498900.0,INR,59,Gold,2024-08-20,2025-07-14,Monthly,2651.45,2,1,1,Sports,Chennai,India,outlook.com,iOS,Debit Card,389,4,Yes,0,1
CUST100566,Neha Mehta,35,Other,809558.0,INR,45,Silver,2022-11-21,2025-01-20,Rarely,3215.85,33,20,13,Beauty,Pune,India,gmail.com,Android,Upi,1203,2,No,1,1
CUST100567,Krishna Chopra,32,Male,551903.0,INR,50,Silver,2025-07-08,2025-09-19,Rarely,3838.44,8,1,8,Gaming,Pune,India,yahoo.com,Android,Wallet,936,3,No,1,1
CUST100568,Meera Kumar,25,Male,1395660.0,INR,94,Gold,2023-05-06,2023-05-06,Daily,7100.41,2,1,2,Food Court,Hyderabad,India,gmail.com,Android,Wallet,643,3,No,0,0
CUST100569,Aditya Joshi,12,Female,270365.0,INR,65,Basic,2021-10-02,2022-01-05,Daily,1817.0349999999999,19,8,11,Food Court,Lucknow,India,hotmail.com,Android,Credit Card,683,2,Yes,0,1
CUST100570,Ishaan Mishra,0,Female,821749.0,INR,83,Platinum,2023-05-17,2025-10-02,Monthly,1817.0349999999999,26,22,4,Home Decor,Mumbai,India,outlook.com,iOS,Upi,1189,4,Yes,1,1
CUST100571,Rahul Kumar,43,Other,1105927.0,INR,45,Basic,2023-12-09,2025-12-29,Rarely,1902.37,7,6,0,Books,Lucknow,India,gmail.com,iOS,Credit Card,669,5,No,0,1
CUST100572,Diya Chopra,48,Female,590032.0,INR,49,Platinum,2024-05-26,2025-11-16,Rarely,2527.67,58,35,23,Grocery,Pune,India,gmail.com,iOS,Cash,1146,5,Yes,0,1
CUST100573,Ira Sinha,43,Male,373535.0,INR,63,Silver,2025-08-04,2025-12-24,Rarely,2307.39,5,4,1,Grocery,Jaipur,India,hotmail.com,Web,Card,1731,1,Yes,0,1
CUST100574,Rahul Rao,33,Male,1031927.0,INR,42,Silver,2023-01-30,2023-12-03,Weekly,282.94,29,20,9,Sports,Kolkata,India,yahoo.com,iOS,Upi,2046,5,Yes,0,1
CUST100575,Priya Sinha,19,Female,648622.0,INR,14,Silver,2022-08-28,2024-07-19,Rarely,3074.75,10,0,9,Beauty,Ahmedabad,India,gmail.com,Desktop,Upi,1257,1,Yes,0,1
CUST100576,Sara Reddy,13,Female,559428.0,INR,52,Basic,2022-02-15,2024-01-27,Weekly,874.23,20,13,7,Fashion,Pune,India,yahoo.com,Android,Credit Card,1547,3,No,0,1
CUST100577,Neha Chopra,31,Female,311213.0,INR,57,Platinum,2024-02-14,2024-09-09,Rarely,6677.72,22,14,9,Food Court,Mumbai,India,yahoo.com,Mobile,Debit Card,507,5,Yes,0,1
CUST100578,Reyansh Singh,33,Male,325007.0,INR,38,Platinum,2021-03-22,2023-06-30,Weekly,2448.7,39,35,5,Grocery,Chennai,India,hotmail.com,Android,Upi,1077,5,No,0,1
CUST100579,Pooja Gupta,21,Female,962597.0,INR,78,Silver,2024-03-05,2025-12-26,Weekly,2294.33,42,2,39,Home Decor,Delhi,India,rediffmail.com,iOS,Cash,377,2,Yes,0,1
CUST100581,Meera Nair,32,Male,645167.0,USD,45,Gold,2024-01-21,2025-07-12,Rarely,1544.62,19,10,9,Books,Ahmedabad,India,gmail.com,Android,Card,1478,2,Yes,0,1
CUST100582,Reyansh Patel,44,Female,696607.0,INR,36,Silver,2022-01-20,2023-08-13,Rarely,1536.77,2,0,3,Beauty,Chennai,India,gmail.com,Mobile,Credit Card,682,4,Yes,0,1
CUST100583,Riya Mehta,30,Male,1127601.0,INR,54,Silver,2023-12-07,2025-03-08,Daily,2518.7,22,4,18,Books,Pune,India,hotmail.com,Android,Credit Card,1143,3,Yes,0,1
CUST100584,Myra Verma,35,Male,648838.0,INR,69,Basic,2024-03-21,2025-06-26,Monthly,379.08,42,27,16,Kids,Jaipur,India,gmail.com,iOS,Upi,145,1,Yes,0,1
CUST100585,Riya Verma,30,Female,846453.0,INR,86,Silver,2024-02-25,2026-03-25,Daily,1873.92,12,7,5,Electronics,Bengaluru,India,gmail.com,Android,Wallet,1577,4,Yes,0,1
CUST100586,Ira Sharma,22,Female,260131.0,INR,49,Gold,2025-02-04,2026-02-04,Monthly,1669.44,13,5,8,Books,Kolkata,India,gmail.com,iOS,Upi,339,3,Yes,0,1
CUST100587,Ira Mishra,40,Male,493505.0,USD,63,Platinum,2024-06-24,2025-05-28,Weekly,9594.1,16,12,4,Grocery,Jaipur,India,hotmail.com,iOS,Cash,862,2,Yes,0,1
CUST100588,Reyansh Iyer,38,Female,255915.0,USD,67,Gold,2022-09-16,2022-09-16,Rarely,663.05,17,9,8,Fashion,Chennai,India,rediffmail.com,Web,Credit Card,43,5,Yes,1,0
CUST100589,Sai Nair,42,Female,648622.0,INR,58,Silver,2022-04-27,2024-01-20,Rarely,366.81,17,1,16,Grocery,Kolkata,India,yahoo.com,iOS,Debit Card,2070,2,No,0,1
CUST100590,Neha Nair,25,Other,1068887.0,INR,62,Platinum,2023-01-11,2025-03-06,Weekly,1235.56,3,2,0,Fashion,Lucknow,India,outlook.com,Mobile,Card,918,3,No,0,1
CUST100591,Reyansh Rao,40,Female,648622.0,USD,56,Gold,2021-08-17,2023-12-27,Rarely,1159.8,16,6,10,Gaming,Chennai,India,company.com,iOS,Upi,578,5,No,0,1
CUST100592,Aarav Nair,30,Male,560050.0,INR,53,Basic,2024-02-22,2025-12-07,Rarely,3450.62,79,0,80,Fashion,Bangalore,India,gmail.com,iOS,Credit Card,1285,4,Yes,0,1
CUST100593,Ayaan Joshi,27,Female,515117.0,USD,34,Silver,2023-11-01,2025-05-04,Rarely,1990.45,1,0,1,Sports,Jaipur,India,gmail.com,Android,Upi,1416,4,No,1,1
CUST100594,Kiara Sinha,54,Male,288861.0,USD,100,Gold,2021-02-26,2023-05-20,Monthly,3300.9,10,4,6,Gaming,Bengaluru,India,company.com,iOS,Cash,899,3,No,0,1
CUST100595,Aditya Das,27,Male,651168.0,USD,24,Platinum,2025-08-26,2026-09-03,Rarely,820.11,4,1,2,Food Court,Bengaluru,India,yahoo.com,iOS,Card,1379,1,Yes,1,1
CUST100596,Amit Iyer,39,Male,802242.0,INR,42,Gold,2024-01-09,2025-08-09,Weekly,1127.4,4,2,3,Electronics,Bengaluru,India,outlook.com,Mobile,Upi,1585,2,No,0,1
CUST100597,Meera Sinha,56,Male,985280.0,INR,73,Silver,2022-01-30,2022-02-19,Rarely,1304.41,10,1,9,Books,Pune,India,company.com,iOS,Credit Card,163,4,Yes,0,1
CUST100598,Amit Mishra,31,Male,1328314.0,INR,29,Silver,2024-07-18,2026-06-19,Rarely,1517.52,1,0,0,Kids,Chennai,India,hotmail.com,iOS,Upi,937,3,No,1,1
CUST100600,Myra Iyer,47,Other,729755.0,INR,62,Gold,2022-01-13,2022-12-09,Rarely,7548.48,2,1,0,Kids,Delhi,India,yahoo.com,Web,Credit Card,0,4,No,1,1
